id_dialogue,id_character,id_scene,id_place,sentiment_afinn,dialogue_length,love_count,inserted_at,updated_at
2113,3,80,36,,14,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2114,29,80,36,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2115,2,80,36,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2116,29,80,36,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2117,3,80,36,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2118,126,80,36,,14,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2119,29,80,36,,15,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2120,126,80,36,,21,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2121,11,80,30,,15,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2122,75,80,30,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2123,11,80,30,,14,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2124,3,80,30,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2125,2,80,30,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2126,3,80,30,,20,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2127,11,80,30,,25,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2128,136,80,30,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2129,11,80,30,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2130,136,80,30,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2131,12,80,30,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2132,11,80,30,,63,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2133,10,80,30,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2134,11,80,30,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2135,10,80,30,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2136,11,80,30,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2137,10,80,30,,12,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2138,11,80,30,,18,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2139,10,80,30,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2140,11,80,30,,51,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2141,10,80,30,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2142,11,80,30,,51,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2143,2,80,30,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2144,11,80,30,,23,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2145,78,80,30,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2146,11,80,30,,43,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2147,7,81,27,,39,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2148,35,81,27,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2149,1,81,27,,11,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2150,7,81,27,,25,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2151,1,81,27,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2152,1,81,29,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2153,11,81,29,,28,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2154,1,81,29,,19,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2155,11,81,29,,17,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2156,1,81,29,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2157,11,81,29,,14,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2158,1,81,29,,11,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2159,11,81,29,,128,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2160,2,82,39,,28,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2161,1,82,39,,12,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2162,2,82,39,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2163,10,82,39,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2164,2,82,39,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2165,37,82,39,,25,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2166,20,82,39,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2167,2,82,39,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2168,3,82,39,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2169,37,82,39,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2170,4,82,39,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2171,37,82,39,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2172,4,82,39,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2173,37,82,39,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2174,4,82,39,,20,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2175,35,82,39,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2176,37,82,39,,14,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2177,4,82,39,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2178,4,82,39,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2179,141,82,39,,31,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2180,4,82,39,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2181,35,82,36,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2182,4,82,36,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2183,59,82,36,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2184,4,82,36,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2185,6,82,36,,15,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2186,4,82,36,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2187,6,82,36,,14,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2188,4,82,36,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2189,6,82,36,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2190,4,82,36,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2191,6,82,36,,17,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2192,4,82,36,,33,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2193,6,82,36,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2194,4,82,36,,31,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2195,6,83,30,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2196,1,83,30,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2197,6,83,30,,27,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2198,2,83,30,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2199,3,83,30,,18,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2200,6,83,30,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2201,2,83,30,,11,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2202,6,83,30,,20,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2203,3,83,30,,55,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2204,6,83,30,,31,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2205,2,83,30,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2206,6,83,30,,29,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2207,1,83,30,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2208,6,83,30,,57,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2209,3,84,51,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2210,4,84,51,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2211,2,84,43,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2212,14,84,43,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2213,19,84,43,,17,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2214,1,84,43,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2215,3,84,43,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2216,1,84,43,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2217,14,84,43,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2218,1,84,43,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2219,2,84,43,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2220,1,84,43,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2221,3,84,43,,27,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2222,2,84,43,,21,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2223,11,84,37,,14,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2224,1,84,37,,15,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2225,11,84,37,,63,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2226,1,84,37,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2227,11,84,37,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2228,1,84,37,,21,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2229,11,84,37,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2230,1,84,37,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2231,11,84,37,,36,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2232,35,85,27,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2233,1,85,27,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2234,14,85,27,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2235,19,85,27,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2236,1,85,27,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2237,14,85,27,,18,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2238,19,85,27,,18,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2239,14,85,27,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2240,1,85,27,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2241,19,85,27,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2242,14,85,27,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2243,19,85,27,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2244,1,85,27,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2245,1,85,27,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2246,14,85,27,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2247,19,85,27,,18,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2248,14,85,27,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2249,19,85,27,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2250,1,85,27,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2251,19,85,27,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2252,1,85,27,,11,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2253,14,85,27,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2254,19,85,27,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2255,14,85,27,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2256,19,85,27,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2257,1,85,27,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2258,14,85,27,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2259,1,85,27,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2260,19,85,27,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2261,14,85,27,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2262,19,85,27,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2263,14,85,27,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2264,19,85,27,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2265,1,85,27,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2266,14,85,27,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2267,19,85,27,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2268,14,85,27,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2269,19,85,27,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2270,14,85,27,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2271,19,85,27,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2272,14,85,27,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2273,19,85,27,,15,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2274,14,85,27,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2275,19,85,27,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2276,126,86,19,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2277,3,86,19,,14,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2278,2,86,19,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2279,3,86,19,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2280,2,86,19,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2281,2,86,19,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2282,12,86,19,,28,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2283,2,86,19,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2284,12,86,19,,17,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2285,3,86,19,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2286,12,86,19,,18,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2287,80,86,19,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2288,2,86,19,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2289,12,86,19,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2290,80,86,19,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2291,3,86,19,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2292,2,86,19,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2293,2,87,22,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2294,3,87,22,,18,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2295,2,87,22,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2296,3,87,22,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2297,2,87,22,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2298,17,87,22,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2299,7,87,22,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2300,5,87,22,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2301,17,87,22,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2302,5,87,22,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2303,17,87,22,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2304,66,87,22,,17,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2305,17,87,22,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2306,66,87,22,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2307,17,87,22,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2308,66,87,22,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2309,17,87,22,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2310,3,87,22,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2311,133,87,22,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2312,3,87,22,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2313,2,87,22,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2314,133,87,22,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2315,66,87,22,,17,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2316,7,87,22,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2317,66,87,22,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2318,7,87,22,,35,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2319,17,87,22,,21,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2320,66,87,22,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2321,7,87,22,,11,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2322,66,87,22,,16,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2323,7,87,22,,23,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2324,17,87,22,,21,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2325,7,87,22,,18,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2326,17,87,22,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2327,7,87,22,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2328,66,87,22,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2329,17,87,22,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2330,66,87,22,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2331,7,87,22,,12,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2332,3,87,22,,12,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2333,1,87,22,,32,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2334,11,88,30,,25,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2335,1,88,30,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2336,11,88,30,,81,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2337,11,88,30,,35,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2338,1,88,30,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2339,11,88,30,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2340,1,88,30,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2341,11,88,30,,33,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2342,1,88,30,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2343,11,88,30,,34,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2344,1,88,30,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2345,11,88,30,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2346,1,88,30,,18,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2347,11,88,30,,12,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2348,1,88,30,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2349,11,88,30,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2350,1,88,30,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2351,11,88,30,,34,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2352,1,88,30,,35,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2353,3,88,37,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2354,2,88,37,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2355,2,88,37,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2356,1,88,37,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2357,3,88,37,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2358,2,88,37,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2359,3,88,37,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2360,2,88,37,,18,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2361,3,88,37,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2362,2,88,37,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2363,3,88,37,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2364,2,88,37,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2365,3,88,37,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2366,3,88,37,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2367,5,88,37,,63,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2368,3,88,37,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2369,5,88,37,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2370,1,88,37,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2371,5,88,37,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2372,2,89,39,,14,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2373,1,89,39,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2374,2,89,39,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2375,66,89,28,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2376,7,89,28,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2377,17,89,28,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2378,137,89,28,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2379,1,89,28,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2380,137,89,28,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2381,137,89,28,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2382,137,89,28,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2383,1,89,28,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2384,6,89,28,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2385,1,89,28,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2386,6,89,28,,17,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2387,1,89,28,,23,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2388,6,89,28,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2389,1,89,28,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2390,6,89,28,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2391,1,89,28,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2392,6,89,28,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2393,1,89,28,,14,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2394,6,89,28,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2395,11,89,28,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2396,6,89,28,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2397,11,89,28,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2398,6,89,28,,34,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2399,11,89,28,,60,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2400,137,89,28,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2401,11,89,30,,47,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2402,1,89,30,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2403,11,89,30,,59,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2404,1,89,30,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2405,11,89,30,,22,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2406,1,89,30,,25,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2407,11,89,30,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2408,1,89,30,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2409,11,89,30,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2410,1,89,30,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2411,38,90,32,,33,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2412,3,90,32,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2413,38,90,32,,73,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2414,2,90,32,,23,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
2415,1,90,32,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
