id_dialogue,id_character,id_scene,id_place,sentiment_afinn,dialogue_length,love_count,inserted_at,updated_at
138,1,5,5,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
139,5,5,5,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
140,1,5,5,,19,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
141,5,5,5,,40,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
142,138,5,5,,19,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
143,1,6,2,,14,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
144,5,6,2,,17,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
145,1,6,2,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
146,5,6,2,,29,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
147,130,6,2,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
148,5,6,2,,34,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
149,130,6,2,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
150,30,6,2,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
151,5,6,2,,14,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
152,30,6,2,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
153,1,6,2,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
154,5,6,2,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
155,30,6,2,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
156,5,6,2,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
157,1,7,4,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
158,5,7,4,,28,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
159,1,7,4,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
160,43,7,4,,56,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
161,1,7,4,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
162,43,7,4,,47,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
163,1,7,4,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
164,43,7,4,,42,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
165,5,7,4,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
166,1,7,4,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
167,5,8,5,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
168,1,8,5,,19,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
169,5,8,5,,43,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
170,1,8,5,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
171,5,8,5,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
172,1,8,5,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
173,5,8,5,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
174,5,8,5,,49,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
175,1,8,5,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
176,5,8,5,,27,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
177,1,8,5,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
178,5,8,5,,48,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
179,5,9,71,,52,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
180,1,9,71,,18,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
181,139,9,71,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
182,1,9,71,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
183,149,9,71,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
184,1,9,71,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
185,149,9,71,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
186,26,9,71,,12,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
187,1,9,71,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
188,26,9,71,,11,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
189,26,9,71,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
190,19,9,71,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
191,14,9,71,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
192,26,9,71,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
193,14,9,71,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
194,1,9,71,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
195,26,9,71,,49,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
196,20,9,71,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
197,2,10,42,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
198,1,10,42,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
199,2,10,42,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
200,1,10,42,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
201,2,10,42,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
202,1,10,42,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
203,2,10,42,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
204,1,10,42,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
205,2,10,42,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
206,140,10,42,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
207,2,10,42,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
208,1,10,42,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
209,2,10,42,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
210,1,10,42,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
211,2,10,42,,23,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
212,1,10,42,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
213,2,10,42,,42,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
214,1,10,42,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
215,2,10,42,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
216,1,10,42,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
217,2,10,42,,22,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
218,1,10,42,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
219,2,10,42,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
220,1,10,42,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
221,2,10,42,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
222,3,10,42,,11,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
223,2,10,42,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
224,3,10,42,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
225,2,10,42,,10,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
226,3,10,42,,50,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
227,2,10,42,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
228,3,10,42,,29,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
229,5,11,33,,18,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
230,5,11,33,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
231,1,11,33,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
232,2,11,33,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
233,5,11,33,,12,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
234,2,11,33,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
235,7,11,33,,82,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
236,10,11,33,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
237,7,11,33,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
238,12,11,33,,75,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
239,1,11,33,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
240,7,11,33,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
241,3,12,36,,22,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
242,7,12,36,,19,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
243,4,12,36,,67,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
244,7,12,36,,28,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
245,3,12,36,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
246,2,12,36,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
247,128,12,36,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
248,7,12,36,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
249,128,12,36,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
250,2,12,36,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
251,7,12,36,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
252,1,12,36,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
253,2,12,36,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
254,1,12,36,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
255,128,12,36,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
256,7,12,36,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
257,128,12,36,,12,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
258,7,12,36,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
259,128,12,36,,28,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
260,1,12,36,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
261,128,12,36,,34,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
262,1,12,36,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
263,128,12,36,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
264,14,12,36,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
265,19,12,36,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
266,7,13,36,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
267,4,13,36,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
268,1,13,36,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
269,29,13,36,,22,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
270,1,13,36,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
271,37,13,36,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
272,1,13,36,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
273,37,13,36,,17,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
274,2,13,36,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
275,47,13,36,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
276,117,13,36,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
277,134,13,36,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
278,37,13,36,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
279,47,13,36,,13,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
280,2,13,36,,7,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
281,47,13,36,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
282,3,13,36,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
283,47,13,36,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
284,2,13,36,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
285,37,13,36,,8,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
286,138,13,36,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
287,37,13,28,,20,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
288,37,13,28,,12,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
289,10,13,28,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
290,2,13,28,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
291,1,13,28,,5,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
292,134,13,28,,6,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
293,150,13,28,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
294,134,13,28,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
295,141,13,28,,1,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
296,37,13,28,,11,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
297,134,13,39,,2,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
298,37,13,39,,33,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
299,2,14,61,,16,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
300,2,14,61,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
301,7,14,61,,29,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
302,1,14,61,,3,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
303,7,14,61,,14,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
304,6,14,49,,143,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
305,1,14,49,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
306,6,14,49,,9,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
307,1,14,49,,4,0,2025-05-13 19:26:19.339761,2025-05-13 19:26:19.339761
